Herb_	Herb_pinyin_name	Herb_cn_name	Herb_en_name	Herb_latin_name	Properties	Meridians	UsePart	Function	Indication	Toxicity	Clinical_manifestations	Therapeutic_en_class	Therapeutic_cn_class	TCMID_id	TCM_ID_id	SymMap_id	TCMSP_id
HERB000133	BA JI	巴戟	root of Morinda officinalis	Radix Morindae officinalis	Minor Warm; Pungent; Sweet	Kidney	Morinda officinalis How	1. Treatment of deficient kidney yang manifested as soreness and weakness in the lower back and knees, impotence, premature ejaculation, infertility, frigidity, irregular menstruation, and cold sensation and pain in the lower abdomen. a) Morinda root (Bajitian) is used with Ginseng (Renshen), Cistanche (Roucongrong) and Dadder seed (Tusizi) for impotence, premature ejaculation and infertility, b) Morinda root (Bajitian) is used with Teasel root (Xuduan) and Eucommia bark (Duzhong) for soreness and weakness in lower back and knees, c) Morinda root (Bajitian) is used with Cinnamon bark (Rougui), Galangal rhizome (Gaoliangjiang) and Evodia fruit (Wuzhuyu) for irregular menstruation. 2. Morinda root (Bajitian) is used with Teasel root (Xuduan), Mulberry mistletoe (Sangjisheng) and Hypoglauca yam (Bixie) for cold sensation and pain in the lumbar region and knees or motor impairment.	Treatment of impotence, seminal emission, infertility menstrual disorders, pain and cold feeling in the lower abdomen; rheumatic arthralgia; limpness of the legs.	NA	Treatment of impotence, seminal emission, infertility menstrual disorders, pain and cold feeling in the lower abdomen; rheumatic arthralgia; limpness of the legs.	For tonifying weakness	补虚	NA	6125	NA	9
HERB000134	BA JI TIAN	巴戟天	Morindae Officilis Radix	NA	NA	NA	root	NA	Neurasthenia, impotence and emission, cold pain in abdomen, urinary incontinence, vacuity cold of uterus, wind-cold-damp impediment, aching in lumbus and knees.	NA	NA	Yang Reinforcing Drugs	补阳药	SMHB00007	6802	7	NA
HERB000135	BA JIAO FENG	八角枫	Chinese Alangium Equivalent plant: Alangium platanifolium	Alangium chinense	NA	NA	root	To dispel wind and eliminate damp, soothe sinews and quicken network vessels, dissipate stasis and relieve pain.	Wind-damp impediment pain, rheumatic arthritis, numbness in limbs, knocks and falls, adjuvant in anesthesia.	NA	NA	NA	NA	NA	4403	NA	NA
HERB000136	BA JIAO HUANG PI	八角黄皮	Octet Wampee	Clausena anisata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3508	NA	NA
HERB000137	BA JIAO HUI XIANG	八角茴香	Chinese Star Anise	Fructus Anisi Stellati	Warm; Pungent	Spleen; Stomach; Liver; Kidney	NA	To dispel cold to regulate the flow of qi and to relieve pain.	Treatment of abdominal colic, lumbago due to deficiency of the kidney, vomiting and eqigastric pain due to cold of the stomach.	NA	NA	Warming Interior Drugs	温里药	SMHB00004	4150	4	10
HERB000138	BA JIAO HUI XIANG YOU	八角茴香油	Oleum Anisi Stellati	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1256	NA	NA
HERB000139	BA JIAO LIAN	八角莲	Dysosmae Verspiellis Rhixoma Et Radix	NA	NA	NA	NA	NA	NA	NA	NA	Antipyretic Detoxicate Drugs	清热解毒药	SMHB00005	NA	5	NA
HERB000140	BA LA GUI CHA	巴拉圭茶	Paraguay Tea	Ilex paraguariensis	NA	NA	leaf	To clear heat and resolve toxin, eliminate inflammation, suppress cough and dispel phlegm, promote contraction, disinhibit urine, free stool, induce sweat[5509].	Rheumatis, scurvy, heart disease, stomach disease, diabetes[5509].	NA	NA	NA	NA	NA	6555	NA	NA
HERB000141	BA NA MA HE HUAN	巴拿马合欢	Panamanian Albizia	Albizzia adinocephala	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2142	NA	NA
HERB000142	BA NA MA SHAN SHI LIU	巴拿马山石榴	Taiwan Malabar Randia	Randia formosa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2433	NA	NA
HERB000143	BA QIA	菝葜	Smilax Chi	NA	NA	NA	NA	NA	Wind-damp impediment pain, strangury-turbidity, vaginal discharge, dysentery, diarrhea, swelling toxin of welling abscess and sore, intractable lichen, burns and scalds.	NA	Inhibiting the growth of Staphylococcus aureus and Flexner's bacillus. 	Wind-Dampnessdispelling And Colddispersing Medicinal	祛风湿散寒药	SMHB00008	1626	8	898
HERB000144	BA WANG BIAN	霸王鞭	Royle Euphorbia Latex	Euphorbia royleana	NA	NA	stem-leaf or white juice in stem	To dispel wind and resolve toxin, kill worms and relieve itch.	Sore toxin, skin lichen, edema.	NA	NA	NA	NA	NA	1836	NA	NA
HERB000145	BA XI ER YE TAI	NA	Brazilian Ear-leaf Muscus	Frullania brasiliensis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6490	NA	NA
HERB000146	BA XI HU TONG	NA	Brazilian Calaba	Calophyllum brasiliense	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5135	NA	NA
HERB000147	BA XI LUO FU MU	巴西萝芙木	Brazilian Devilpepper	Rauvolfia bahiensis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3191	NA	NA
HERB000148	BA XI MA DOU LING	巴西马兜铃	Brazilian Dutchmanspipe	Aristolochia chamissonis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7902	NA	NA
HERB000149	BA XI QIAN LI GUANG	巴西千里光	Brazilian Groundsel	Senecio brasiliensis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7390	NA	NA
HERB000150	BA XI QIAN LI GUANG	巴西千里光	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5463	NA	NA
HERB000151	BA XI QIAO AN MU	NA	Brazilian Joan-wood	Joannesia princeps	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7356	NA	NA
HERB000152	BA XI XIANG WU HUAN ZI	巴西香无患子	Guarana	Paullinia cupana	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5093	NA	NA
HERB000153	BA XI YE YAN	巴西页岩	Brazilian Wild Tobacco, Marianeira	Acnistus arborescens	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7528	NA	NA
HERB000154	BA XI ZONG ZAO	NA	Brazilian Brown Alga Dictyota pfaffii	Dictyota pfaffii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4091	NA	NA
HERB000155	BA XIA GA	巴夏嘎	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2117	NA	11
HERB000156	BA XIAN CAO	八仙草	Catchweed Bedstraw	Galium aparine	NA	NA	herb	To clear damp heat, dissipate stasis, disperse swelling, resolve toxin.	Strangury-turbidity, hematuria, knocks and falls, intestinal welling abscess, swollen boil, otitis media.	NA	NA	NA	NA	NA	1055	NA	NA
HERB000157	BA XIAN HUA	八仙花	Largeleaf Hydrangea	Hydrangea macrophylla	NA	NA	root, leaf and flower	To interrupt malaria.	Malaria, fright palpitation due to heart heat, vexation and agitation.	NA	NA	NA	NA	NA	5906	NA	NA
HERB000158	BA YUE ZHA	八月扎	fruit of Fiveleaf Akebia	Fructus Akebiae	Cold; Bitter	NA	Akebia quinata (Thunb. ) Decne.;Akebia trifoliata (Thunb.) Koidz.;Akebia trifoliata (Thunb.) Koidz. var. australis (Diels) Rehd.	Treatment of epigastric and hypochondriac distension and pain, amenorrhea, dysmenorrhea, oliguria, snake and insect-bite.	Treatment of epigastric and hypochondriac distension and pain, amenorrhea, dysmenorrhea, oliguria, snake and insect-bite.	NA	NA	Regulation of qi	理气	SMHB00471	6765	NA	12
HERB000159	BAI BA JIAO LIAN	白八角莲	White Dysosma	Dysosma majorensis	NA	NA	root and rhizome	To enrich yin and supplement kidney, clear lung and moisten dryness, resolve toxin and disperse swelling.	Taxation damage and sinew bone pain, impotence, stomachache, innominate toxin swelling, knife wound.	NA	NA	NA	NA	NA	7861	NA	NA
HERB000160	BAI BEI YE	白背叶	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3112	NA	NA
HERB000161	BAI BIAN DOU	白扁豆	White Hyacinth Bean	Semen Lablab Album	Minor Warm; Sweet	Spleen; Stomach	NA	To invigorate the spleen and remove damp, paticularly the summer damp.Semen Lablab Album (stir-fried) To invigorate the spleen and remove damp.	Treatment of weakness of the spleen and stomach with loss of appetite and loose bowels, excessive leukorrhea, vomiting, diarrhea, distress in the chest and distension in the abdomen caused by summer-damp.Semen Lablab Album (stir-fried) Diarrhea and excess	NA	NA	Qi Reinforcing Drugs	补气药	SMHB00009	2519	9	13
HERB000162	BAI BU	百部	Root of Japanese Stemo	Radix Stemoe	Minor Warm; Sweet; Bitter	Lung	root	1. To moisten the lungs and stop cough; 2. To kill lice and parasites	Wind-cold cough, pertussis, tuberculosis, senile cough and asthma, ascariasis, oxyuria disease, scab and lichen, eczema, cootie.	NA	1. Relieving cough in common cold. Stemona root (Baibu) is used with Schizonepeta (Jingjie), Platycodon root (Jiegeng) and Aster root (Ziwan). 2. Relieving whooping cough. Stemona root (Baibu) is used with Glehnia root (Beishashen), Tendrilled fritillary 	Antitussive Antiasthmetics	止咳平喘药	SMHB00028	3454	28	14
HERB000163	BAI CAO SHUANG	白草霜	Powder of fumi carbonisatus	Pulvis Fumi Carbonisatus	Warm; Pungent	Lung; Large Intestine; Stomach; Liver	NA	Constriction and bleeding control	NA	NA	NA	Bleeding control	止血	NA	6219	NA	15
HERB000164	BAI CHANG	白鲳	Drug Sweetflag	Acorus calamus	NA	NA	rhizome	To transform phlegm and open orifices, dispel damp and fortify stomach, kill worms and relieve itch.	Stupor due to phlegm reversal, wind stroke, epilepsy, fright palpitation and amnesia, tinnitus and deafness, food accumulation abdominal pain, diarrhea and dysentery, wind-damp pain, eczema, scab sore.	NA	NA	NA	NA	NA	5314	NA	NA
HERB000165	BAI CHOU	白丑	Pharbitis seed	Semen Pharbitidis	Cold; Bitter	Lung; Large Intestine; Kidney	Pharbitis nil (L.) Choisy 	Treament of anasarca with constipation and oliguria, dyspnea and cough caused by retained fluid, abdominal pain due to intestinal parasitosis, ascariasis, taeniasis.	1. One of its components, pharbitin, is purgative.2. Large dosage may induc hyperemia of kidney and cause hematuria.3. Killing Ascaris suis in vitro.	Extremely Toxic	1. One of its components, pharbitin, is purgative.2. Large dosage may induc hyperemia of kidney and cause hematuria.3. Killing Ascaris suis in vitro.	Purging	泻下	SMHB00318	3209	NA	16
HERB000166	BAI CI	白刺	Nitraria	Nitraria tangutorum	NA	NA	fruit	To fortify spleen and assisting movement, promote lactation, quiet spirit.	Reduced food intake due to spleen vacuity, indigestion, scant breast milk, neurasthenia.	NA	NA	NA	NA	NA	7232	NA	NA
HERB000167	BAI CI GUO TUN CAO	NA	White Bur Sage	Ambrosia dumosa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1309	NA	NA
HERB000168	BAI CI HUA	白刺花	Vetchleaf Sophora	Sophora viciifolia	NA	NA	root	To clear heat and disinhibit throat, cool blood and disperse swelling.	Swelling pain in throat, cough, hepatitis, dysentery, strangury syndrome, edema, hematuria, nosebleed(epistaxis), hematochezia.	NA	NA	NA	NA	NA	7694	NA	NA
HERB000169	BAI CI HUA GEN	白刺花根	Vetchleaf Sophora Root	Sophora viciifolia	NA	NA	root	To clear heat and disinhibit throat, cool blood and disperse swelling.	Swelling pain in throat, lung heat cough, hepatitis, dysentery, strangury syndrome, edema, spontaneous external bleeding, hematochezia, hematuria.	NA	NA	NA	NA	NA	4441	NA	NA
HERB000170	BAI CI HUA YE	白刺花叶	Folium Sophorae davidi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1816	NA	NA
HERB000171	BAI CI HUA ZI	白刺花子	Vetchleaf Sophora Seed	Sophora viciifolia	NA	NA	fruit	To clear heat and transform damp, disperse accumulation and relieve pain.	Food accumulation, stomachache, abdomin al pain.	NA	NA	NA	NA	NA	5064	NA	NA
HERB000172	BAI CONG	白葱	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2125	NA	NA
HERB000173	BAI DIAN FENG CHE ZI	NA	White-punctated Combretum	Combretum albopunctatum	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5115	NA	NA
HERB000174	BAI DOU KOU	白豆蔻	Round Cardamom	Amomum kravanh [Syn. Amomum cardamomum]	Warm; Pungent	Lung; Spleen; Stomach	seed	To transform damp and move qi , warm center and check vomiting, increase appetite and disperse food.	Spleen-stomach qi stagnation due to damp obstructing middle-jiao, vomiting with stomach cold, vomiting of milk in infants with stomach cold.	NA	1. Promoting the secretion of gastric juice and intestinal peristalsis, and inhibiting the abnormal fermentation in intestines. 2. Inhibiting Bacillus dysenteriae.	For desolving dampness by flavors	芳香化湿	NA	5741	NA	17
HERB000175	BAI DUAN	NA	White Linden	Tilia alburnum	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1096	NA	NA
HERB000176	BAI E GAO	白鹅膏	Goose Fat	Anser cygnoides domestica	NA	NA	fat of goose	To moisten skin, disperse swollen welling abscess.	Cracking, deafness, otitis media, dysphagia-occlusion and stomach reflux, drug poisoning, swollen welling abscess, scab and lichen.	NA	NA	NA	NA	NA	1131	NA	NA
HERB000177	BAI FAN	白矾	Alum	Alumen	NA	NA	NA	External use for eczema, scabies, otits media with purulent discaharge, internal use for chronic diarrhea, hematochezia, abnormal uterine bleeding, epilepsy and mania.ALUMEN (CALCINED) - Eczema, discharge from ulcers otitis media with purulent discharge, excessive leukorrhea with pudendal itching, bleeding from the nose or gums, nasal polyp.	1. To astringe the intestine and relieve diarrhea (for prolonged diarrhea, used with Fructus Chebulae together). 2. To astringe and stop bleeding, hemoptysis and bleeding from the gum (both internal and external use). 3. To reduce exudation, relieve itching, clear toxic material and kill parasite: For burn, mixed with Borneolum Syntheticum and water for topical use; for skin infection, mixed with Realgar and tea for local application; for scabies and tinea, used together with Sulfur and Borneolum Syntheticum; for aphthae and suppurative ostitis media, used together with Borneolum Syntheticum and Borax, for eczema, 1% Alumen solution used as local compress. 4. To expel wind and eliminate phlegm: For apoplexy and epilepsy, used with Radix Curcumae together. In addation, also used hyperlipemia. Topical injection for mixture of 3-10% Alumen solution and 2% novocain may be used for prolapse of rectum, prolapse of uterus and hemorrhoids.	NA	1. To astringe the intestine and relieve diarrhea (for prolonged diarrhea, used with Fructus Chebulae together). 2. To astringe and stop bleeding, hemoptysis and bleeding from the gum (both internal and external use). 3. To reduce exudation, relieve itchi	Toxication reduction, anthelmintic, dampness removal, and itching control	解毒杀虫燥湿止痒	NA	5304	NA	899
HERB000178	BAI FAN DOU	白饭豆	Kidney Bean	Phaseolus vulgaris	NA	NA	seed	To enrich and nourish, resolve heat, disinhibit urine, disperse swelling.	Summerheat-heat vexation and thirst, edema, beriberi.	NA	NA	NA	NA	NA	2372	NA	NA
HERB000179	BAI FAN SHU	白饭树	Securinega virosa (Roxb. ex Willd.) Baill.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4185	NA	NA
HERB000180	BAI FAN SHU GEN	白饭树根	Radix Flueggeae virosae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6633	NA	NA
HERB000181	BAI FU LING	白茯苓	white Indian Bread	Poriae Alba	Mild; Sweet; Neutral	Lung; Spleen; Heart	Poria cocos (Schw. ) Wolf	Treatment of edema with oliguria, dizziness and palpitation caused by retained fluid, diminished function of the spleen marked by anorexia, loose stools or diarrhea, restlessness and insomnia.	Treatment of edema with oliguria, dizziness and palpitation caused by retained fluid, diminished function of the spleen marked by anorexia, loose stools or diarrhea, restlessness and insomnia.	NA	NA	For promoting diuresis and penetrating dampness	利水渗湿	NA	4608	NA	18
HERB000182	BAI FU ZI	白附子	rhizome of Giant Typhonium	Rhizoma Typhonii	Warm; Pungent; Sweet	Stomach; Liver	NA	To dispel wind-phlegm, to check convulsions, and to counteract toxicity, promote subsidence of modulation and relieve pain.	Treatment of stroke with gurgling in the throat, deviation of the eye and the mouth, and impairment of speech, upward invasion of phlegm causing headache accompanied with dizziness, heaviness of the body, restlessness, fidgetness, nausea and cold extremit	Toxic	NA	Phlegresolving Medicine	化痰药	SMHB00010	3658	10	19
HERB000183	BAI GEN BAI PI	柏根白皮	Cortex Platycladi orientalis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1082	NA	NA
HERB000184	BAI GOU TENG	白钩藤	White Gambirplant	Uncaria sessilifructus [Syn. Nauclea sessilifructus ]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4805	NA	NA
HERB000185	BAI GUI BI	白鬼笔	Stinking Polecat, Wood Witch	Phallus impudicus	NA	NA	sporocarp	To dispel wind and eliminate damp, quicken blood and relieve pain.	Wind-damp pain.	NA	NA	NA	NA	NA	4903	NA	NA
HERB000186	BAI GUO	白果	Ginkgo seed	Semen Ginkgo	Mild; Sweet; Bitter; Punkery	Lung	nut	1. To strengthen lung qi and soothe asthma; 2. To relieve leukorrhea	AD syndrome, primary degenerative dementia of Alzheimer disease, multi-infarct dementia, improving cognitive function in elderly dementia patients, stable intermittent claudication, cerebrovascular insufficiency diseases, cough with profuse phlegm, vaginal discharge, enuresis and frequent urination.	Toxic	NA	Antitussive Antiasthmetics	止咳平喘药	SMHB00011	7069	11	20
HERB000187	BAI GUO GEN	白果根	Ginkgo Root	Ginkgo biloba	NA	NA	root	To boost qi and supplement vacuity.	Emission, enuresis, frequent urination at night, vaginal discharge, stone strangury.	NA	NA	NA	NA	NA	2261	NA	NA
HERB000188	BAI GUO SHU PI	白果树皮	Ginkgo Bark	Ginkgo biloba	NA	NA	bark	To boost qi and supplement vacuity.	Copper coin lichen, psoriasis.	NA	NA	NA	NA	NA	7231	NA	NA
HERB000189	BAI GUO YE	白果叶	Ginkgo Leaf	Ginkgo biloba	sweet; bitter; astringent; neutral	heart; lung	leaf	To quicken blood and nourish heart, constrain lung and astringe intestines.	Coronary heart disease, angina pectoris, hypercholesterolemia, Parkinson’s disease, peripheral arterial diseases, chest impediment and heart pain, cough of phlegm asthma, diarrhea and dysentery, vaginal discharge, emission, retinal insufficiency syndrome.	NA	NA	NA	NA	NA	1670	NA	1099
HERB000190	BAI GUO ZI CAO	白果紫草	Common Gromwell	Lithospermum officinale	NA	NA	whole herb	To resolve toxin and disperse swelling.	Arthritis.	NA	NA	NA	NA	NA	7114	NA	NA
HERB000191	BAI HAO	白蒿	Sievers Wormwood	Artemisia sieversiana	NA	NA	whole herb	To clear heat and disinhibit damp, cool blood and stanch bleeding.	Wind-cold-damp impediment, jaundice, heat dysentery, scab and lai .	NA	NA	NA	NA	NA	4479	NA	NA
HERB000192	BAI HE	百合	Bulb of Greenish Lily	Bulbus Lilii 	Minor cold; Sweet	Heart	bulb	To nourish yin and moisten the lung, and to tranquilize the mind.	Yin vacuity enduring cough, phlegm containing blood, fright palpitation and vacuity vexation, insomnia and frequent dreaming, trance.	NA	NA	Yin-Tonifying Medicinal	补阴药	SMHB00029	2215	29	21
HERB000193	BAI HE HUA	百合花	Flos Lilii brownii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2808	NA	NA
HERB000194	BAI HE LING ZHI	白鹤灵芝	Bignose Rhiancanthus	Rhinacanthus nasutus	NA	NA	branch-leaf	To clear heat and moisten lung, kill worms and relieve itch.	Taxation cough, scab and lichen, eczema.	NA	NA	NA	NA	NA	7081	NA	NA
HERB000195	BAI HE ZI	百合子	Semen Lilii brownii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4919	NA	NA
HERB000196	BAI HOU WU TOU	白鹤乌头	Whitethroat Monkshood	Aconitum leucostomum	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1126	NA	NA
HERB000197	BAI HUA CAI ZI	白花菜子	Semen Cleomis	NA	NA	NA	NA	NA	Wind-cold sinew and bone numbness, aching pain in back and shoulder, lumbago, swelling pain due to external injury, bone tuberculosis, hemorrhoids and fistulas.	NA	NA	Wind-Dampnessdispelling And Colddispersing Medicinal	祛风湿散寒药	SMHB00012	4888	12	NA
HERB000198	BAI HUA DAN	白花丹	Whiteflower Leadword	Plumbago zeylanica	NA	NA	whole herb and root	To dispel wind and eliminate damp, move qi and quicken blood, resolve toxin and disperse swelling.	Wind-damp impediment pain, liver spleen enlargement, amenorrhea due to blood stasis, sprain from knocks and falls, swollen welling abscess and scrofula, scab and lichen with itching, poisonous snake bite.	NA	NA	NA	NA	NA	1336	NA	NA
HERB000199	BAI HUA DAN SHEN	白花丹参	Whiteflower Danshen	Salvia miltiorrhiza f. alba	NA	NA	root	See Salvia miltiorrhiza .	See Salvia miltiorrhiza.	NA	NA	NA	NA	NA	1022	NA	NA
HERB000200	BAI HUA FENG DOU CAI	百花蜂斗菜	White-flowerButterbur	Petasites albus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6849	NA	NA
HERB000201	BAI HUA GAN XI SHU WEI CAO	白花甘西鼠尾草	Radix Salviae Przewalskii Albae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3249	NA	NA
HERB000202	BAI HUA HAO	百花蒿	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3015	NA	NA
HERB000203	BAI HUA JUE CHUANG	白花爵床	Whiteflower Rostellularia	Justicia procumbens var. leucantha	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2245	NA	NA
HERB000204	BAI HUA LONG DAN	白花龙胆	Alpine Gentian	Gentiana algida	NA	NA	whole herb with root	To drain fire and resolve toxin, suppress cough, disinhibit damp.	Common cold with fever, lung heat cough, sore pharynx, red eyes, dribbling pain of urination, scrotal eczema.	NA	NA	NA	NA	NA	5626	NA	NA
HERB000205	BAI HUA QIAN HU	白花前胡	Whiteflower Hogfennel	Peucedanum praeruptorum	NA	NA	root	See Angelica decursiva .	See Angelica decursiva.	NA	NA	NA	NA	NA	6623	NA	NA
HERB000206	BAI HUA SHE	白花蛇	Bungarus Minimus	Bungarus Parvus	NA	NA	Bungarus multicinctus multicinctus Blyth.	Treatment of rheumatism, especially the intractable cases and those with wandering arthralgia, numbness of the extremities and muscular spasm, also for apoplexy complicated by distortion of face and hemiplegia. Treatment of infantile convulsion, tetanus and convulsion after apoplexy. Treatment of itching induced by scabies, tinea infection and urticaria. Treatment of leprosy, scrofula, and aevere skin infections.	1. Analgesic, sedative. 2. Hypotensive owing to its vasodilative effect.	NA	1. Analgesic, sedative. 2. Hypotensive owing to its vasodilative effect.	For dispelling wind-dampness	祛风湿	NA	2338	NA	900
HERB000207	BAI HUA SHE GAN	白花射干	Vesper Iris	Iris dichotoma	NA	NA	root or whole herb	To clear heat and resolve toxin, quicken blood and disperse swelling, relieve pain, relieve cough.	Swelling pain in throat, gum swelling and pain, epidemic parotitis, mammary welling abscess, stomachache, hepatitis, liver spleen enlargement, lung heat cough, knocks and falls.	NA	NA	NA	NA	NA	1151	NA	NA
HERB000208	BAI HUA SHE SHE CAO	白花蛇舌草	all - grass of Spreading Hedyotis	Herba Hedyotis Diffusae	Cold; Sweet; Slightly Bitter	Large Intestine; Stomach; Small Intestine	whole herb with root	1. To eliminate heat and toxic material, promote blood circulation and remove blood stasis. 2. To clear dampness-heat.	Lung heat cough asthma, swelling pain in throat, intestinal welling abscess, swelling of sores and boils, poisonous snake bite, heat strangury with inhibited pain, edema, dysentery, enteritis, damp-heat jaundice, carcinoma.	NA	1. Its components coumarins, triterpenes, polysaccharide and (B)-sitosterol inhibit the growth of sarcoma180 and cervix carcinoma14 in vitro.2. Promoting white cell phagocytosis and humoral immunity.	Antipyretic Detoxicate Drugs	清热解毒药	SMHB00013	6341	13	22
HERB000209	BAI HUA SHUI FEI JI	白花水飞蓟	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6151	NA	NA
HERB000210	BAI HUA TENG	白花藤	Threeflower Clematis	Clematis terniflora [Syn. Clematis maximowicziana]	NA	NA	root	To dispel wind and eliminate damp, resolve toxin and disperse swelling, cool blood and stanch bleeding.	Wind-damp impediment pain, swelling toxin of clove sore, throat impediment, snake bite, dog bite, blood ejection, hemoptysis, flooding and spotting.	NA	NA	NA	NA	NA	1638	NA	NA
HERB000211	BAI HUA XIA KU CAO	白花夏枯草	Dracoccephalum heterophyllum Benth	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1579	NA	NA
HERB000212	BAI HUA XIA ZHI CAO	白花夏至草	Whiteflower Lagopsis	Marrubium supinum [Syn. Lagopsis supina ]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4850	NA	NA
HERB000213	BAI HUA YING SHAN HONG	白花映山红	Snow Azalea	Rhododendron mucronatum	NA	NA	flower, root and leaf	To harmonize blood, dissipate stasis, relieve cough.	Blood ejection, hematochezia, dysentery, flooding and spotting, cough, knocks and falls.	NA	NA	NA	NA	NA	7604	NA	NA
HERB000214	BAI HUA YING SU	白花罂粟	White Poppy	Papaver album	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3562	NA	NA
HERB000215	BAI HUA YOU MA TENG	白花油麻藤	Whiteflower Mucuna	Mucuna birdwoodiana	NA	NA	rattan	To supplement blood and quicken blood, free channels and quicken network vessels.	blood vacuity, septicemia, menstrual disorder, numbness and paralysis, aching in lumbus and legs.	NA	NA	NA	NA	NA	2532	NA	NA
HERB000216	BAI JI	白及	Bletilla Striata (Thunb.Ex A.Murray)Rchb.F.	NA	NA	NA	NA	NA	Hemoptysis, blood ejection, spontaneous external bleeding, hematochezia, bleeding due to external injury, swelling toxin of welling abscess and sore, burns and scalds, cracking of hands and feet, splitting of anus.	NA	1. To stop bleeding by astringing: Usually used for bleeding from the stomach, the lung and trauma. 2. To remove the necrotic tissues and promote granulation (pulmonary tuberculosis, bronchietasis, peptic ulcer, skin ulcer, and anal fissure, skin chap of 	Astringent Hemostatic Medicinal	收敛止血药	SMHB00014	2447	14	23
